query_index,neighbor_rank,neighbor_index,distance,query_team_hash,neighbor_team_hash,query_species,neighbor_species,neighbor_occurrence_count
0,1,46,0.3212539553642273,dca36b3fe686f36e,352e64de1fd517ea,Golurk | Torkoal | Farigiraf | Lucario | Aromatisse | Kangaskhan,Audino | Flapple | Liepard | Conkeldurr | Aurorus | Kangaskhan,1
2,2,83,0.09572839736938477,7478a4ee98b254ca,fadd3b7811f330f1,Sneasler | Garchomp | Basculegion | Glimmora | Charizard | Whimsicott,Charizard | Glimmora | Whimsicott | Weavile | Garchomp | Basculegion,1
2,3,50,0.10608428716659546,7478a4ee98b254ca,92786912a032174b,Sneasler | Garchomp | Basculegion | Glimmora | Charizard | Whimsicott,Charizard | Whimsicott | Garchomp | Glimmora | Basculegion | Sneasler,1
2,4,48,0.31768733263015747,7478a4ee98b254ca,955e89a0ec5dc754,Sneasler | Garchomp | Basculegion | Glimmora | Charizard | Whimsicott,Charizard | Whimsicott | Garchomp | Kingambit | Kangaskhan | Basculegion,2
2,5,24,0.3272969722747803,7478a4ee98b254ca,ed84462ffebdc79f,Sneasler | Garchomp | Basculegion | Glimmora | Charizard | Whimsicott,Froslass | Aerodactyl | Basculegion | Kingambit | Sneasler | Garchomp,2
3,1,57,0.41364532709121704,7570a0d953203ed0,c5560cd78e4c96b5,Tyranitar | Garchomp | Meganium | Aegislash | Whimsicott | Delphox,Delphox | Whimsicott | Sinistcha | Rotom-Wash | Garchomp | Farigiraf,1
3,2,34,0.41518908739089966,7570a0d953203ed0,64009bd3514e42ac,Tyranitar | Garchomp | Meganium | Aegislash | Whimsicott | Delphox,Froslass | Delphox | Whimsicott | Rotom-Wash | Goodra-Hisui | Kingambit,1
3,3,7,0.42558932304382324,7570a0d953203ed0,2d2b660408c573f9,Tyranitar | Garchomp | Meganium | Aegislash | Whimsicott | Delphox,Meganium | Whimsicott | Dragapult | Mamoswine | Farigiraf | Aerodactyl,1
3,4,40,0.47853779792785645,7570a0d953203ed0,17179e9bb791e30b,Tyranitar | Garchomp | Meganium | Aegislash | Whimsicott | Delphox,Golurk | Delphox | Bellibolt | Appletun | Froslass | Passimian,1
3,5,70,0.48455125093460083,7570a0d953203ed0,a0ee9a9c4be51840,Tyranitar | Garchomp | Meganium | Aegislash | Whimsicott | Delphox,Maushold-Four | Tyranitar | Volcarona | Aerodactyl | Slowbro-Galar | Sandaconda,1
4,1,41,0.28875207901000977,52bf8b5c32fbcd05,ac702d77c3ea10ab,Greninja | Pelipper | Archaludon | Basculegion | Gengar | Whimsicott,Archaludon | Pelipper | Excadrill | Basculegion | Raichu | Greninja,1
4,2,28,0.31698286533355713,52bf8b5c32fbcd05,c66b89361c2c0ce6,Greninja | Pelipper | Archaludon | Basculegion | Gengar | Whimsicott,Blastoise | Whimsicott | Pelipper | Sneasler | Kingambit | Scizor,1
4,3,12,0.4096602201461792,52bf8b5c32fbcd05,570ed60f0ed77b54,Greninja | Pelipper | Archaludon | Basculegion | Gengar | Whimsicott,Blastoise | Archaludon | Sinistcha-Masterpiece | Talonflame | Sneasler | Farigiraf,3
4,4,19,0.43072688579559326,52bf8b5c32fbcd05,976c6a3a32acc1e3,Greninja | Pelipper | Archaludon | Basculegion | Gengar | Whimsicott,Whimsicott | Greninja | Pelipper | Tyranitar | Rotom-Wash | Sneasler,1
4,5,84,0.45100730657577515,52bf8b5c32fbcd05,f782d37fabb0ec3c,Greninja | Pelipper | Archaludon | Basculegion | Gengar | Whimsicott,Blastoise | Farigiraf | Basculegion | Pelipper | Archaludon | Sableye,1
5,1,3,0.5701425671577454,8db3485f91224b02,7570a0d953203ed0,Tsareena | Typhlosion-Hisui | Tauros-Paldea-Aqua | Floette-Eternal | Dragapult | Whimsicott,Tyranitar | Garchomp | Meganium | Aegislash | Whimsicott | Delphox,1
5,2,57,0.5831800103187561,8db3485f91224b02,c5560cd78e4c96b5,Tsareena | Typhlosion-Hisui | Tauros-Paldea-Aqua | Floette-Eternal | Dragapult | Whimsicott,Delphox | Whimsicott | Sinistcha | Rotom-Wash | Garchomp | Farigiraf,1
5,3,15,0.5896694660186768,8db3485f91224b02,b3f9627c83053672,Tsareena | Typhlosion-Hisui | Tauros-Paldea-Aqua | Floette-Eternal | Dragapult | Whimsicott,Charizard | Venusaur | Whimsicott | Rotom-Wash | Sneasler | Corviknight,2
5,4,34,0.5963388681411743,8db3485f91224b02,64009bd3514e42ac,Tsareena | Typhlosion-Hisui | Tauros-Paldea-Aqua | Floette-Eternal | Dragapult | Whimsicott,Froslass | Delphox | Whimsicott | Rotom-Wash | Goodra-Hisui | Kingambit,1
5,5,13,0.6208008527755737,8db3485f91224b02,0d527b3a3477ed15,Tsareena | Typhlosion-Hisui | Tauros-Paldea-Aqua | Floette-Eternal | Dragapult | Whimsicott,Golurk | Farigiraf | Incineroar | Torkoal | Sneasler | Venusaur,9
6,1,18,0.26855337619781494,87ca81b02aad2567,6af3415d062c122e,Kommo-o | Gengar | Altaria | Sinistcha-Masterpiece | Incineroar | Kingambit,Gengar | Kommo-o | Sinistcha | Incineroar | Politoed | Archaludon,2
6,2,94,0.36813002824783325,87ca81b02aad2567,eb751673ff5da07b,Kommo-o | Gengar | Altaria | Sinistcha-Masterpiece | Incineroar | Kingambit,Hawlucha | Incineroar | Snorlax | Sableye | Politoed | Gengar,1
6,3,86,0.5425046682357788,87ca81b02aad2567,10f2fbf322898467,Kommo-o | Gengar | Altaria | Sinistcha-Masterpiece | Incineroar | Kingambit,Sableye | Archaludon | Basculegion | Pelipper | Dragonite | Sinistcha,1
6,4,37,0.6351255178451538,87ca81b02aad2567,6882fcbf0a57cea4,Kommo-o | Gengar | Altaria | Sinistcha-Masterpiece | Incineroar | Kingambit,Hawlucha | Snorlax | Hydreigon | Incineroar | Sinistcha | Scizor,1
6,5,11,0.6963171362876892,87ca81b02aad2567,231edb01937ae286,Kommo-o | Gengar | Altaria | Sinistcha-Masterpiece | Incineroar | Kingambit,Aegislash | Rotom-Wash | Gengar | Garchomp | Ninetales-Alola | Incineroar,5
7,1,40,0.32623744010925293,2d2b660408c573f9,17179e9bb791e30b,Meganium | Whimsicott | Dragapult | Mamoswine | Farigiraf | Aerodactyl,Golurk | Delphox | Bellibolt | Appletun | Froslass | Passimian,1
7,2,47,0.33175212144851685,2d2b660408c573f9,3f5bf5a63ada1032,Meganium | Whimsicott | Dragapult | Mamoswine | Farigiraf | Aerodactyl,Espeon | Skarmory | Klefki | Sharpedo | Heliolisk | Hydreigon,1
7,3,70,0.3347442150115967,2d2b660408c573f9,a0ee9a9c4be51840,Meganium | Whimsicott | Dragapult | Mamoswine | Farigiraf | Aerodactyl,Maushold-Four | Tyranitar | Volcarona | Aerodactyl | Slowbro-Galar | Sandaconda,1
7,4,3,0.42558932304382324,2d2b660408c573f9,7570a0d953203ed0,Meganium | Whimsicott | Dragapult | Mamoswine | Farigiraf | Aerodactyl,Tyranitar | Garchomp | Meganium | Aegislash | Whimsicott | Delphox,1
7,5,73,0.4631015658378601,2d2b660408c573f9,c3539a4a9c794700,Meganium | Whimsicott | Dragapult | Mamoswine | Farigiraf | Aerodactyl,Talonflame | Starmie | Torterra | Decidueye-Hisui | Snorlax | Sharpedo,1
8,1,67,0.5373163223266602,180863b74c34fa90,67c6cb24d6437893,Tyranitar | Garchomp | Corviknight | Milotic | Incineroar | Venusaur,Floette-Eternal | Incineroar | Garchomp | Talonflame | Milotic | Aegislash,1
8,2,90,0.5391489863395691,180863b74c34fa90,c2f91708ff1de60c,Tyranitar | Garchomp | Corviknight | Milotic | Incineroar | Venusaur,Corviknight | Garchomp | Sylveon | Basculegion | Incineroar | Sneasler,1
8,3,66,0.5457808971405029,180863b74c34fa90,178afa1aca9318fa,Tyranitar | Garchomp | Corviknight | Milotic | Incineroar | Venusaur,Delphox | Sinistcha | Kingambit | Gyarados | Garchomp | Floette-Eternal,2
8,4,45,0.5673556327819824,180863b74c34fa90,071631a04d65b68a,Tyranitar | Garchomp | Corviknight | Milotic | Incineroar | Venusaur,Archaludon | Blastoise | Garchomp | Sableye | Hippowdon | Sneasler,1
8,5,37,0.5734356641769409,180863b74c34fa90,6882fcbf0a57cea4,Tyranitar | Garchomp | Corviknight | Milotic | Incineroar | Venusaur,Hawlucha | Snorlax | Hydreigon | Incineroar | Sinistcha | Scizor,1
9,1,64,0.10003340244293213,be3d8bea5367fac9,13337dcb4c6e9421,Banette | Aerodactyl | Basculegion | Sneasler | Archaludon | Sylveon,Banette | Sneasler | Archaludon | Basculegion | Aerodactyl | Sylveon,1
9,2,85,0.4531303644180298,be3d8bea5367fac9,94214ebf5d0afaa5,Banette | Aerodactyl | Basculegion | Sneasler | Archaludon | Sylveon,Charizard | Venusaur | Sylveon | Milotic | Aegislash | Aerodactyl,1
9,3,89,0.5324292182922363,be3d8bea5367fac9,ed60f837af6ac454,Banette | Aerodactyl | Basculegion | Sneasler | Archaludon | Sylveon,Sneasler | Kingambit | Basculegion | Aerodactyl | Charizard | Sylveon,1
9,4,22,0.5523556470870972,be3d8bea5367fac9,7b55959832ba42ff,Banette | Aerodactyl | Basculegion | Sneasler | Archaludon | Sylveon,Whimsicott | Glimmora | Kingambit | Basculegion | Sneasler | Lopunny,1
9,5,87,0.5558876991271973,be3d8bea5367fac9,54aa0690b907d90b,Banette | Aerodactyl | Basculegion | Sneasler | Archaludon | Sylveon,Gardevoir | Aerodactyl | Rotom-Heat | Basculegion | Kingambit | Sneasler,1
10,1,1,0.39629626274108887,0bd00b4502acf9f3,9d75ac2a4adf2436,Mimikyu | Rotom-Wash | Delphox | Garchomp | Scizor | Aerodactyl,Aerodactyl | Charizard | Floette-Eternal | Hydreigon | Garchomp | Rotom-Wash,2
10,2,38,0.3967450261116028,0bd00b4502acf9f3,3a3de686c64e9ca2,Mimikyu | Rotom-Wash | Delphox | Garchomp | Scizor | Aerodactyl,Mimikyu | Rotom-Wash | Delphox | Garchomp | Kingambit | Sneasler,1
10,3,62,0.4783257246017456,0bd00b4502acf9f3,f49dae567be7d287,Mimikyu | Rotom-Wash | Delphox | Garchomp | Scizor | Aerodactyl,Glimmora | Weavile | Volcarona | Tauros-Paldea-Aqua | Torterra | Rotom-Mow,2
10,4,50,0.49863094091415405,0bd00b4502acf9f3,92786912a032174b,Mimikyu | Rotom-Wash | Delphox | Garchomp | Scizor | Aerodactyl,Charizard | Whimsicott | Garchomp | Glimmora | Basculegion | Sneasler,1
10,5,93,0.5521671772003174,0bd00b4502acf9f3,d3dc3187197501b6,Mimikyu | Rotom-Wash | Delphox | Garchomp | Scizor | Aerodactyl,Greninja | Whimsicott | Sylveon | Garchomp | Tyranitar | Rotom-Heat,1
11,1,23,0.03726142644882202,231edb01937ae286,caf9a40c2dfa8249,Aegislash | Rotom-Wash | Gengar | Garchomp | Ninetales-Alola | Incineroar,Gengar | Ninetales-Alola | Rotom-Wash | Garchomp | Incineroar | Aegislash,2
11,2,80,0.3890707492828369,231edb01937ae286,52cc4138be0fef1b,Aegislash | Rotom-Wash | Gengar | Garchomp | Ninetales-Alola | Incineroar,Gengar | Maushold | Whimsicott | Basculegion | Incineroar | Dragonite,1
11,3,92,0.5964521169662476,231edb01937ae286,3d9bf5c9e331e243,Aegislash | Rotom-Wash | Gengar | Garchomp | Ninetales-Alola | Incineroar,Kingambit | Sylveon | Farigiraf | Floette-Eternal | Incineroar | Basculegion,1
11,4,66,0.6003499627113342,231edb01937ae286,178afa1aca9318fa,Aegislash | Rotom-Wash | Gengar | Garchomp | Ninetales-Alola | Incineroar,Delphox | Sinistcha | Kingambit | Gyarados | Garchomp | Floette-Eternal,2
11,5,53,0.6304119825363159,231edb01937ae286,8e6908b4beb4dc44,Aegislash | Rotom-Wash | Gengar | Garchomp | Ninetales-Alola | Incineroar,Froslass | Aerodactyl | Basculegion | Kingambit | Sneasler | Garchomp,1
12,1,49,0.3172726631164551,570ed60f0ed77b54,e9873f520153bdc0,Blastoise | Archaludon | Sinistcha-Masterpiece | Talonflame | Sneasler | Farigiraf,Archaludon | Pelipper | Sneasler | Sinistcha | Blastoise | Farigiraf,1
12,2,28,0.39745503664016724,570ed60f0ed77b54,c66b89361c2c0ce6,Blastoise | Archaludon | Sinistcha-Masterpiece | Talonflame | Sneasler | Farigiraf,Blastoise | Whimsicott | Pelipper | Sneasler | Kingambit | Scizor,1
12,3,4,0.4096602201461792,570ed60f0ed77b54,52bf8b5c32fbcd05,Blastoise | Archaludon | Sinistcha-Masterpiece | Talonflame | Sneasler | Farigiraf,Greninja | Pelipper | Archaludon | Basculegion | Gengar | Whimsicott,1
12,4,41,0.4181792736053467,570ed60f0ed77b54,ac702d77c3ea10ab,Blastoise | Archaludon | Sinistcha-Masterpiece | Talonflame | Sneasler | Farigiraf,Archaludon | Pelipper | Excadrill | Basculegion | Raichu | Greninja,1
12,5,88,0.45841920375823975,570ed60f0ed77b54,ad0c9bfb004cf758,Blastoise | Archaludon | Sinistcha-Masterpiece | Talonflame | Sneasler | Farigiraf,Sableye | Archaludon | Basculegion | Pelipper | Sinistcha | Dragonite,1
13,1,68,0.361081063747406,0d527b3a3477ed15,7867d8deae467750,Golurk | Farigiraf | Incineroar | Torkoal | Sneasler | Venusaur,Farigiraf | Incineroar | Torkoal | Kangaskhan | Maushold-Four | Azumarill,1
13,2,60,0.5101402401924133,0d527b3a3477ed15,198c25a6899ba315,Golurk | Farigiraf | Incineroar | Torkoal | Sneasler | Venusaur,Charizard | Whimsicott | Garchomp | Incineroar | Sneasler | Torkoal,2
13,3,71,0.5371514558792114,0d527b3a3477ed15,ee32120317afa214,Golurk | Farigiraf | Incineroar | Torkoal | Sneasler | Venusaur,Venusaur | Incineroar | Sneasler | Charizard | Milotic | Garchomp,1
13,4,32,0.5545235872268677,0d527b3a3477ed15,d642e602096c71c5,Golurk | Farigiraf | Incineroar | Torkoal | Sneasler | Venusaur,Blastoise | Farigiraf | Pelipper | Sneasler | Sinistcha | Delphox,1
13,5,80,0.5816028118133545,0d527b3a3477ed15,52cc4138be0fef1b,Golurk | Farigiraf | Incineroar | Torkoal | Sneasler | Venusaur,Gengar | Maushold | Whimsicott | Basculegion | Incineroar | Dragonite,1
14,1,58,0.476731538772583,209c695dc848b7ec,0f5f8edd2d734bd4,Sneasler | Maushold | Kingambit | Aerodactyl | Kommo-o | Basculegion-F,Starmie | Archaludon | Sableye | Pelipper | Sneasler | Garchomp,1
14,2,81,0.6081099510192871,209c695dc848b7ec,09b5de4947afb974,Sneasler | Maushold | Kingambit | Aerodactyl | Kommo-o | Basculegion-F,Altaria | Sinistcha | Sneasler | Arcanine-Hisui | Milotic | Aerodactyl,1
14,3,15,0.6722601056098938,209c695dc848b7ec,b3f9627c83053672,Sneasler | Maushold | Kingambit | Aerodactyl | Kommo-o | Basculegion-F,Charizard | Venusaur | Whimsicott | Rotom-Wash | Sneasler | Corviknight,2
14,4,54,0.7248345613479614,209c695dc848b7ec,d934166ee98817d8,Sneasler | Maushold | Kingambit | Aerodactyl | Kommo-o | Basculegion-F,Scovillain | Pelipper | Archaludon | Basculegion | Sneasler | Aerodactyl,1
14,5,7,0.7365927696228027,209c695dc848b7ec,2d2b660408c573f9,Sneasler | Maushold | Kingambit | Aerodactyl | Kommo-o | Basculegion-F,Meganium | Whimsicott | Dragapult | Mamoswine | Farigiraf | Aerodactyl,1
15,1,50,0.34767311811447144,b3f9627c83053672,92786912a032174b,Charizard | Venusaur | Whimsicott | Rotom-Wash | Sneasler | Corviknight,Charizard | Whimsicott | Garchomp | Glimmora | Basculegion | Sneasler,1
15,2,34,0.3899223804473877,b3f9627c83053672,64009bd3514e42ac,Charizard | Venusaur | Whimsicott | Rotom-Wash | Sneasler | Corviknight,Froslass | Delphox | Whimsicott | Rotom-Wash | Goodra-Hisui | Kingambit,1
15,3,1,0.41129791736602783,b3f9627c83053672,9d75ac2a4adf2436,Charizard | Venusaur | Whimsicott | Rotom-Wash | Sneasler | Corviknight,Aerodactyl | Charizard | Floette-Eternal | Hydreigon | Garchomp | Rotom-Wash,2
15,4,60,0.4295966625213623,b3f9627c83053672,198c25a6899ba315,Charizard | Venusaur | Whimsicott | Rotom-Wash | Sneasler | Corviknight,Charizard | Whimsicott | Garchomp | Incineroar | Sneasler | Torkoal,2
15,5,2,0.433016300201416,b3f9627c83053672,7478a4ee98b254ca,Charizard | Venusaur | Whimsicott | Rotom-Wash | Sneasler | Corviknight,Sneasler | Garchomp | Basculegion | Glimmora | Charizard | Whimsicott,21
16,1,87,0.11957299709320068,140b2148c1dd9d4c,54aa0690b907d90b,Gardevoir | Aerodactyl | Rotom-Heat | Basculegion | Kingambit | Garchomp,Gardevoir | Aerodactyl | Rotom-Heat | Basculegion | Kingambit | Sneasler,1
16,2,22,0.46190130710601807,140b2148c1dd9d4c,7b55959832ba42ff,Gardevoir | Aerodactyl | Rotom-Heat | Basculegion | Kingambit | Garchomp,Whimsicott | Glimmora | Kingambit | Basculegion | Sneasler | Lopunny,1
16,3,89,0.48268210887908936,140b2148c1dd9d4c,ed60f837af6ac454,Gardevoir | Aerodactyl | Rotom-Heat | Basculegion | Kingambit | Garchomp,Sneasler | Kingambit | Basculegion | Aerodactyl | Charizard | Sylveon,1
16,4,44,0.5359529256820679,140b2148c1dd9d4c,7a9e249b48057e6b,Gardevoir | Aerodactyl | Rotom-Heat | Basculegion | Kingambit | Garchomp,Charizard | Venusaur | Kingambit | Basculegion | Sneasler | Garchomp,1
16,5,52,0.5412312746047974,140b2148c1dd9d4c,2bdaf2f2c2a86e6e,Gardevoir | Aerodactyl | Rotom-Heat | Basculegion | Kingambit | Garchomp,Aerodactyl | Meganium | Basculegion | Sneasler | Farigiraf | Kingambit,1
17,1,51,0.4291125535964966,12b03ab13a8680d0,cf2ae968b113e46c,Scizor | Charizard | Sinistcha | Sneasler | Milotic | Meowstic,Charizard | Milotic | Sinistcha-Masterpiece | Aegislash | Sneasler | Aerodactyl,2
17,2,20,0.48152273893356323,12b03ab13a8680d0,df2443ad1a281035,Scizor | Charizard | Sinistcha | Sneasler | Milotic | Meowstic,Sneasler | Sinistcha | Scovillain | Kommo-o | Basculegion | Volcarona,1
17,3,81,0.5546083450317383,12b03ab13a8680d0,09b5de4947afb974,Scizor | Charizard | Sinistcha | Sneasler | Milotic | Meowstic,Altaria | Sinistcha | Sneasler | Arcanine-Hisui | Milotic | Aerodactyl,1
17,4,35,0.5849486589431763,12b03ab13a8680d0,b18e3c651392fa64,Scizor | Charizard | Sinistcha | Sneasler | Milotic | Meowstic,Scovillain | Pelipper | Basculegion | Archaludon | Sneasler | Scizor,1
17,5,97,0.5859012603759766,12b03ab13a8680d0,adf8d41c4b35c03a,Scizor | Charizard | Sinistcha | Sneasler | Milotic | Meowstic,Tyranitar | Excadrill | Garchomp | Incineroar | Sinistcha-Masterpiece | Milotic,1
18,1,6,0.26855337619781494,6af3415d062c122e,87ca81b02aad2567,Gengar | Kommo-o | Sinistcha | Incineroar | Politoed | Archaludon,Kommo-o | Gengar | Altaria | Sinistcha-Masterpiece | Incineroar | Kingambit,4
18,2,86,0.29851627349853516,6af3415d062c122e,10f2fbf322898467,Gengar | Kommo-o | Sinistcha | Incineroar | Politoed | Archaludon,Sableye | Archaludon | Basculegion | Pelipper | Dragonite | Sinistcha,1
18,3,94,0.48596686124801636,6af3415d062c122e,eb751673ff5da07b,Gengar | Kommo-o | Sinistcha | Incineroar | Politoed | Archaludon,Hawlucha | Incineroar | Snorlax | Sableye | Politoed | Gengar,1
18,4,42,0.5383138656616211,6af3415d062c122e,4c67a97cb692851e,Gengar | Kommo-o | Sinistcha | Incineroar | Politoed | Archaludon,Aegislash | Hydreigon | Gardevoir | Abomasnow | Pelipper | Archaludon,1
18,5,49,0.5485701560974121,6af3415d062c122e,e9873f520153bdc0,Gengar | Kommo-o | Sinistcha | Incineroar | Politoed | Archaludon,Archaludon | Pelipper | Sneasler | Sinistcha | Blastoise | Farigiraf,1
19,1,28,0.3814287781715393,976c6a3a32acc1e3,c66b89361c2c0ce6,Whimsicott | Greninja | Pelipper | Tyranitar | Rotom-Wash | Sneasler,Blastoise | Whimsicott | Pelipper | Sneasler | Kingambit | Scizor,1
19,2,76,0.4281349778175354,976c6a3a32acc1e3,5f38ecb87abd6709,Whimsicott | Greninja | Pelipper | Tyranitar | Rotom-Wash | Sneasler,Tyranitar | Aerodactyl | Excadrill | Rotom-Heat | Aegislash | Sneasler,1
19,3,4,0.43072688579559326,976c6a3a32acc1e3,52bf8b5c32fbcd05,Whimsicott | Greninja | Pelipper | Tyranitar | Rotom-Wash | Sneasler,Greninja | Pelipper | Archaludon | Basculegion | Gengar | Whimsicott,1
19,4,70,0.4459235668182373,976c6a3a32acc1e3,a0ee9a9c4be51840,Whimsicott | Greninja | Pelipper | Tyranitar | Rotom-Wash | Sneasler,Maushold-Four | Tyranitar | Volcarona | Aerodactyl | Slowbro-Galar | Sandaconda,1
19,5,41,0.4566771388053894,976c6a3a32acc1e3,ac702d77c3ea10ab,Whimsicott | Greninja | Pelipper | Tyranitar | Rotom-Wash | Sneasler,Archaludon | Pelipper | Excadrill | Basculegion | Raichu | Greninja,1
20,1,17,0.48152273893356323,df2443ad1a281035,12b03ab13a8680d0,Sneasler | Sinistcha | Scovillain | Kommo-o | Basculegion | Volcarona,Scizor | Charizard | Sinistcha | Sneasler | Milotic | Meowstic,2
20,2,54,0.5419255495071411,df2443ad1a281035,d934166ee98817d8,Sneasler | Sinistcha | Scovillain | Kommo-o | Basculegion | Volcarona,Scovillain | Pelipper | Archaludon | Basculegion | Sneasler | Aerodactyl,1
20,3,18,0.5903151035308838,df2443ad1a281035,6af3415d062c122e,Sneasler | Sinistcha | Scovillain | Kommo-o | Basculegion | Volcarona,Gengar | Kommo-o | Sinistcha | Incineroar | Politoed | Archaludon,2
20,4,51,0.6249845027923584,df2443ad1a281035,cf2ae968b113e46c,Sneasler | Sinistcha | Scovillain | Kommo-o | Basculegion | Volcarona,Charizard | Milotic | Sinistcha-Masterpiece | Aegislash | Sneasler | Aerodactyl,2
20,5,91,0.6783016920089722,df2443ad1a281035,3cc7784784d57fbe,Sneasler | Sinistcha | Scovillain | Kommo-o | Basculegion | Volcarona,Floette-Eternal | Garchomp | Milotic | Volcarona | Aerodactyl | Aegislash,1
21,1,70,0.434836745262146,03ce1482f9998613,a0ee9a9c4be51840,Aggron | Froslass | Garchomp | Incineroar | Simipour | Sinistcha,Maushold-Four | Tyranitar | Volcarona | Aerodactyl | Slowbro-Galar | Sandaconda,1
21,2,4,0.5288995504379272,03ce1482f9998613,52bf8b5c32fbcd05,Aggron | Froslass | Garchomp | Incineroar | Simipour | Sinistcha,Greninja | Pelipper | Archaludon | Basculegion | Gengar | Whimsicott,1
21,3,41,0.5499377250671387,03ce1482f9998613,ac702d77c3ea10ab,Aggron | Froslass | Garchomp | Incineroar | Simipour | Sinistcha,Archaludon | Pelipper | Excadrill | Basculegion | Raichu | Greninja,1
21,4,7,0.5532091856002808,03ce1482f9998613,2d2b660408c573f9,Aggron | Froslass | Garchomp | Incineroar | Simipour | Sinistcha,Meganium | Whimsicott | Dragapult | Mamoswine | Farigiraf | Aerodactyl,1
21,5,28,0.5585209131240845,03ce1482f9998613,c66b89361c2c0ce6,Aggron | Froslass | Garchomp | Incineroar | Simipour | Sinistcha,Blastoise | Whimsicott | Pelipper | Sneasler | Kingambit | Scizor,1
22,1,87,0.27118879556655884,7b55959832ba42ff,54aa0690b907d90b,Whimsicott | Glimmora | Kingambit | Basculegion | Sneasler | Lopunny,Gardevoir | Aerodactyl | Rotom-Heat | Basculegion | Kingambit | Sneasler,1
22,2,89,0.4348191022872925,7b55959832ba42ff,ed60f837af6ac454,Whimsicott | Glimmora | Kingambit | Basculegion | Sneasler | Lopunny,Sneasler | Kingambit | Basculegion | Aerodactyl | Charizard | Sylveon,1
22,3,52,0.43613892793655396,7b55959832ba42ff,2bdaf2f2c2a86e6e,Whimsicott | Glimmora | Kingambit | Basculegion | Sneasler | Lopunny,Aerodactyl | Meganium | Basculegion | Sneasler | Farigiraf | Kingambit,1
22,4,16,0.46190130710601807,7b55959832ba42ff,140b2148c1dd9d4c,Whimsicott | Glimmora | Kingambit | Basculegion | Sneasler | Lopunny,Gardevoir | Aerodactyl | Rotom-Heat | Basculegion | Kingambit | Garchomp,1
22,5,64,0.5387201309204102,7b55959832ba42ff,13337dcb4c6e9421,Whimsicott | Glimmora | Kingambit | Basculegion | Sneasler | Lopunny,Banette | Sneasler | Archaludon | Basculegion | Aerodactyl | Sylveon,1
23,1,11,0.03726142644882202,caf9a40c2dfa8249,231edb01937ae286,Gengar | Ninetales-Alola | Rotom-Wash | Garchomp | Incineroar | Aegislash,Aegislash | Rotom-Wash | Gengar | Garchomp | Ninetales-Alola | Incineroar,5
23,2,80,0.3604128360748291,caf9a40c2dfa8249,52cc4138be0fef1b,Gengar | Ninetales-Alola | Rotom-Wash | Garchomp | Incineroar | Aegislash,Gengar | Maushold | Whimsicott | Basculegion | Incineroar | Dragonite,1
